date,city,orders,aov,revenue,active_riders,avg_delivery_time_min,stockout_rate,customer_churn_rate,marketing_spend,competitor_launch_flag
2026-02-18,Hyderabad,1534,323.9,496930.65,150,23.2,0.03,0.0458,9838.17,0
2026-02-18,Bhopal,469,232.9,109174.58,69,22.0,0.1077,0.0426,4310.67,0
2026-02-19,Bangalore,2432,342.63,833114.23,226,25.0,0.0294,0.0445,14911.66,0
2026-02-19,Mumbai,2524,324.88,820078.15,239,26.3,0.0364,0.0498,16705.59,0
2026-02-19,Delhi,2310,322.53,745097.32,206,25.5,0.0381,0.051,13700.1,0
2026-02-19,Pune,1368,300.01,410554.7,132,18.3,0.0235,0.0422,7375.66,0
2026-02-19,Hyderabad,1559,308.17,480540.65,148,24.8,0.0365,0.0465,9841.21,0
2026-02-19,Bhopal,462,249.14,115128.27,70,21.3,0.1486,0.0372,4230.81,0
2026-02-20,Bangalore,2445,327.73,801360.42,214,21.0,0.0351,0.0532,13569.93,0
2026-02-20,Mumbai,2683,355.27,953180.54,244,23.6,0.0276,0.0452,14753.52,0
2026-02-20,Delhi,2385,313.43,747593.67,209,17.6,0.034,0.044,17188.45,0
2026-02-20,Pune,1455,299.77,436140.42,129,25.4,0.0301,0.0391,9540.16,0
2026-02-20,Hyderabad,1657,318.91,528499.93,152,25.7,0.0301,0.048,9650.02,0
2026-02-20,Bhopal,476,240.17,114310.3,73,20.3,0.1099,0.0458,4096.84,0
2026-02-21,Bangalore,2784,343.32,955769.58,219,20.0,0.0367,0.0409,16559.8,0
2026-02-21,Mumbai,2744,357.47,981014.07,252,24.6,0.0301,0.0387,15620.31,0
2026-02-21,Delhi,2595,315.93,819966.92,218,21.2,0.0433,0.0462,16218.82,0
2026-02-21,Pune,1702,318.97,542811.43,126,20.9,0.0264,0.0438,10607.51,0
2026-02-21,Hyderabad,1931,309.06,596740.33,149,21.9,0.0307,0.0554,10032.94,0
2026-02-21,Bhopal,569,258.56,147045.44,70,23.1,0.1312,0.0441,5432.29,0
2026-02-22,Bangalore,2455,360.85,885812.78,211,22.9,0.0288,0.0479,12767.07,0
2026-02-22,Mumbai,3059,389.15,1190446.93,230,22.3,0.0309,0.0471,18383.86,0
2026-02-22,Delhi,2560,326.24,835239.89,221,25.8,0.0389,0.0385,14136.66,0
2026-02-22,Pune,1648,317.81,523759.0,131,24.0,0.0286,0.0387,10386.3,0
2026-02-22,Hyderabad,1921,304.39,584794.19,148,22.9,0.0312,0.0447,13544.01,0
2026-02-22,Bhopal,557,235.77,131216.23,69,23.5,0.1501,0.0418,5295.6,0
2026-02-23,Bangalore,2570,331.83,852930.92,208,22.3,0.0345,0.049,12890.18,0
2026-02-23,Mumbai,2716,342.56,930403.48,245,21.6,0.0301,0.043,17228.26,0
2026-02-23,Delhi,2312,327.48,757193.13,222,28.0,0.0306,0.0455,12833.99,0
2026-02-23,Pune,1307,297.73,389097.53,134,27.8,0.0294,0.0377,7833.37,0
2026-02-23,Hyderabad,1500,314.51,471703.33,154,17.5,0.0281,0.046,9326.36,0
2026-02-23,Bhopal,500,251.02,125488.19,68,27.0,0.1488,0.0361,4399.04,0
2026-02-24,Bangalore,2339,338.89,792835.64,222,22.3,0.0278,0.0452,12765.19,0
2026-02-24,Mumbai,2459,369.78,909238.18,232,25.2,0.033,0.0364,13920.04,0
2026-02-24,Delhi,2437,307.44,749333.09,207,26.0,0.0428,0.0437,13895.77,0
2026-02-24,Pune,1500,320.87,481160.9,134,22.0,0.0304,0.0408,9389.17,0
2026-02-24,Hyderabad,1633,327.38,534765.73,153,26.6,0.0232,0.04,9487.23,0
2026-02-24,Bhopal,496,258.29,128147.65,77,23.5,0.1473,0.0477,4567.11,0
2026-02-25,Bangalore,2362,364.41,860572.97,222,25.7,0.0322,0.0471,15159.71,0
2026-02-25,Mumbai,2520,351.96,886854.85,232,25.9,0.032,0.0473,17228.2,0
2026-02-25,Delhi,2299,328.56,755476.31,203,25.7,0.0377,0.0492,13458.17,0
2026-02-25,Pune,1395,281.79,393087.43,129,25.4,0.034,0.0475,8404.65,0
2026-02-25,Hyderabad,1601,301.81,483069.77,153,25.2,0.0319,0.0424,7880.11,0
2026-02-25,Bhopal,517,234.62,121269.66,68,23.0,0.149,0.0503,4658.2,0
2026-02-26,Bangalore,2482,321.42,797780.99,228,23.1,0.0312,0.0457,12687.84,0
2026-02-26,Mumbai,2653,345.18,915797.82,230,26.8,0.0231,0.0419,17953.33,0
2026-02-26,Delhi,2238,298.15,667364.48,203,23.6,0.0474,0.0423,13609.39,0
2026-02-26,Pune,1435,313.41,449780.72,136,20.7,0.0284,0.0429,8797.52,0
2026-02-26,Hyderabad,1523,298.13,454023.99,152,24.1,0.0298,0.0412,8961.96,0
2026-02-26,Bhopal,467,247.72,115772.29,72,21.7,0.0976,0.0375,3788.92,0
2026-02-27,Bangalore,2390,320.28,765476.71,214,24.5,0.0255,0.0453,13477.45,0
2026-02-27,Mumbai,2623,352.13,923626.56,238,27.4,0.0375,0.0385,16826.11,0
2026-02-27,Delhi,2393,305.3,730683.06,215,21.2,0.0492,0.0404,15577.65,0
2026-02-27,Pune,1419,306.62,435091.97,131,20.7,0.0318,0.0502,9343.85,0
2026-02-27,Hyderabad,1582,309.46,489458.42,143,25.4,0.0323,0.0447,10379.06,0
2026-02-27,Bhopal,482,244.6,117853.01,68,23.6,0.1345,0.0461,4002.67,0
2026-02-28,Bangalore,2742,351.23,963033.99,217,28.4,0.0228,0.0519,14679.54,0
2026-02-28,Mumbai,3093,352.76,1091117.17,242,23.4,0.0313,0.0411,17490.71,0
2026-02-28,Delhi,2524,309.35,780754.68,210,25.7,0.0357,0.0524,14411.02,0
2026-02-28,Pune,1629,306.0,498551.09,132,25.9,0.0303,0.0474,8767.39,0
2026-02-28,Hyderabad,1920,321.0,616312.54,147,25.7,0.0302,0.044,12549.81,0
2026-02-28,Bhopal,630,231.68,145981.86,67,25.8,0.1412,0.0438,6054.95,0
2026-03-01,Bangalore,2472,349.42,863866.75,216,29.0,0.0377,0.0662,14744.0,1
2026-03-01,Mumbai,3119,354.43,1105278.33,240,19.2,0.0301,0.0449,17635.59,0
2026-03-01,Delhi,2580,338.48,873201.56,202,23.3,0.0449,0.0436,16498.2,0
2026-03-01,Pune,1637,306.85,502423.92,134,22.5,0.0285,0.0396,9148.49,0
2026-03-01,Hyderabad,2111,325.43,687094.29,144,25.2,0.024,0.0477,13247.33,0
2026-03-01,Bhopal,556,238.0,132403.16,71,18.5,0.1367,0.0439,4430.11,0
2026-03-02,Bangalore,2324,380.6,884583.46,222,26.3,0.0286,0.073,15034.68,1
2026-03-02,Mumbai,2679,389.61,1043733.88,232,21.7,0.0321,0.0478,14842.81,0
2026-03-02,Delhi,2252,316.22,712134.75,216,20.9,0.0455,0.0453,12713.03,0
2026-03-02,Pune,1312,297.4,390154.93,129,25.1,0.0409,0.0381,7500.96,0
2026-03-02,Hyderabad,1682,335.9,564881.05,143,28.7,0.0215,0.0469,9360.16,0
2026-03-02,Bhopal,503,213.98,107653.58,70,26.3,0.1416,0.0399,4343.06,0
2026-03-03,Bangalore,2197,343.47,754744.99,214,21.5,0.0282,0.0745,14716.17,1
2026-03-03,Mumbai,2569,360.55,926434.59,230,23.9,0.0287,0.0581,13988.4,0
2026-03-03,Delhi,2468,332.76,821377.74,212,24.9,0.0506,0.0469,14744.72,0
2026-03-03,Pune,1486,313.16,465242.58,128,23.5,0.0241,0.041,8866.71,0
2026-03-03,Hyderabad,1699,304.33,517054.25,150,26.1,0.0303,0.0338,9678.58,0
2026-03-03,Bhopal,495,250.68,124132.0,69,25.5,0.097,0.0418,3823.59,0
2026-03-04,Bangalore,2232,337.49,753304.15,216,26.2,0.0201,0.0782,14707.89,1
2026-03-04,Mumbai,2452,357.1,875641.59,240,25.7,0.0327,0.0413,14813.14,0
2026-03-04,Delhi,2353,338.63,796667.27,214,24.2,0.0447,0.0521,14597.52,0
2026-03-04,Pune,1340,316.84,424478.69,133,22.8,0.028,0.0465,8348.61,0
2026-03-04,Hyderabad,1616,313.86,507130.14,158,24.5,0.0348,0.0497,8860.53,0
2026-03-04,Bhopal,500,256.51,128191.39,70,22.4,0.1178,0.0396,4003.43,0
2026-03-05,Bangalore,2261,320.88,725621.25,220,21.7,0.0341,0.08,14734.83,1
2026-03-05,Mumbai,2734,350.53,958332.72,246,26.2,0.0251,0.0459,17160.14,0
2026-03-05,Delhi,2165,308.54,667936.16,214,25.2,0.0343,0.0382,13906.91,0
2026-03-05,Pune,1314,306.63,402823.84,132,25.5,0.0269,0.0463,7528.4,0
2026-03-05,Hyderabad,1519,285.66,434012.93,152,24.2,0.023,0.0437,9631.81,0
2026-03-05,Bhopal,483,236.05,113916.66,72,24.8,0.1418,0.0473,3607.24,0
2026-03-06,Bangalore,2391,348.33,832919.43,213,23.9,0.0289,0.0723,15360.68,1
2026-03-06,Mumbai,2786,375.58,1046387.93,231,27.3,0.0328,0.0469,18236.24,0
2026-03-06,Delhi,2531,333.1,843221.85,212,24.4,0.0463,0.0451,14743.68,0
2026-03-06,Pune,1509,290.18,438007.26,136,20.5,0.0322,0.0468,7471.7,0
2026-03-06,Hyderabad,1650,320.98,529624.88,147,28.9,0.0306,0.0425,9026.62,0
2026-03-06,Bhopal,752,280.41,210829.24,70,27.4,0.0346,0.0413,4328.71,0
2026-03-07,Bangalore,2813,362.92,1020762.13,224,29.0,0.026,0.0709,17088.21,1
2026-03-07,Mumbai,3041,382.38,1162885.95,246,25.2,0.0319,0.0452,19095.78,0
2026-03-07,Delhi,2310,316.2,730577.16,212,25.0,0.0331,0.044,15890.78,0
2026-03-07,Pune,1737,294.41,511281.25,129,22.9,0.0297,0.046,9761.34,0
2026-03-07,Hyderabad,1736,317.72,551559.45,153,26.2,0.0264,0.0418,10635.65,0
2026-03-07,Bhopal,838,259.65,217591.95,71,23.5,0.0277,0.044,4715.29,0
2026-03-08,Bangalore,2626,318.94,837590.98,217,23.4,0.0287,0.073,16329.15,1
2026-03-08,Mumbai,3062,372.59,1140759.38,235,21.4,0.0246,0.0426,17831.32,0
2026-03-08,Delhi,2543,303.41,771621.86,207,25.5,0.0411,0.0422,14733.85,0
2026-03-08,Pune,1535,299.62,460040.98,127,19.5,0.0326,0.0432,9443.56,0
2026-03-08,Hyderabad,1857,343.39,637652.0,152,23.8,0.0255,0.0361,11066.64,0
2026-03-08,Bhopal,771,269.52,207926.5,69,22.4,0.0295,0.0537,4504.9,0
2026-03-09,Bangalore,2515,351.07,882986.07,223,25.0,0.0317,0.0652,15354.12,1
2026-03-09,Mumbai,2710,359.3,973645.32,230,28.3,0.0298,0.0512,16175.21,0
2026-03-09,Delhi,2409,315.31,759710.06,199,27.9,0.0345,0.0436,14163.29,0
2026-03-09,Pune,1379,322.85,445213.31,136,23.6,0.04,0.0465,7228.33,0
2026-03-09,Hyderabad,1718,295.52,507748.29,151,22.5,0.0251,0.0408,9786.72,0
2026-03-09,Bhopal,681,254.3,173210.18,72,24.6,0.025,0.0511,3912.01,0
2026-03-10,Bangalore,2221,336.86,748276.49,228,22.7,0.0309,0.0778,12607.83,1
2026-03-10,Mumbai,2689,365.88,983707.06,238,21.8,0.0262,0.0477,17783.56,0
2026-03-10,Delhi,2227,325.87,725611.96,197,23.9,0.0365,0.0405,12317.59,0
2026-03-10,Pune,1245,303.51,377863.84,71,28.5,0.0199,0.042,8429.22,0
2026-03-10,Hyderabad,1560,303.47,473426.81,156,25.0,0.0283,0.0457,7698.26,0
2026-03-10,Bhopal,727,262.24,190619.0,71,18.8,0.0477,0.0536,4256.85,0
2026-03-11,Bangalore,2337,339.38,793167.51,217,24.8,0.0274,0.0684,15520.51,1
2026-03-11,Mumbai,2546,343.73,875092.76,237,22.7,0.0357,0.0468,14344.9,0
2026-03-11,Delhi,2387,328.77,784837.67,222,25.7,0.0389,0.0455,15869.69,0
2026-03-11,Pune,1242,308.94,383613.1,71,42.9,0.0297,0.0463,8019.65,0
2026-03-11,Hyderabad,1726,322.22,556231.36,154,21.8,0.028,0.0498,11113.63,0
2026-03-11,Bhopal,752,253.72,190680.56,70,23.0,0.0226,0.05,4333.97,0
2026-03-12,Bangalore,2378,337.41,802285.85,222,24.2,0.0248,0.0616,14629.69,1
2026-03-12,Mumbai,2388,377.37,901165.3,246,27.8,0.0321,0.0403,16414.62,0
2026-03-12,Delhi,2407,316.97,763015.86,217,21.9,0.0334,0.042,13806.53,0
2026-03-12,Pune,1220,314.68,383892.62,71,34.8,0.0316,0.0359,8135.3,0
2026-03-12,Hyderabad,1595,293.03,467243.67,159,24.3,0.0341,0.0513,8892.33,0
2026-03-12,Bhopal,719,262.08,188439.81,71,25.8,0.0357,0.0464,3719.18,0
2026-03-13,Bangalore,2193,338.33,742096.47,221,30.0,0.0249,0.0848,14396.62,1
2026-03-13,Mumbai,2609,356.94,931397.6,233,24.6,0.0303,0.0388,16092.18,0
2026-03-13,Delhi,2282,295.58,674556.63,205,28.7,0.0375,0.0478,12168.99,0
2026-03-13,Pune,1319,281.43,371293.91,74,37.6,0.0279,0.0516,7681.22,0
2026-03-13,Hyderabad,1553,322.88,501527.02,143,22.9,0.0173,0.0478,10252.06,0
2026-03-13,Bhopal,684,255.72,174859.41,72,23.0,0.0216,0.046,4256.32,0
2026-03-14,Bangalore,2582,340.47,879110.11,204,25.1,0.027,0.0729,16217.2,1
2026-03-14,Mumbai,3057,355.07,1085372.34,241,23.5,0.0257,0.0481,18580.76,0
2026-03-14,Delhi,2567,322.87,828946.45,215,26.9,0.0277,0.0433,15950.8,0
2026-03-14,Pune,1570,283.54,445120.27,70,38.4,0.0287,0.0537,9507.28,0
2026-03-14,Hyderabad,1859,295.09,548520.63,148,23.2,0.0314,0.0445,10660.86,0
2026-03-14,Bhopal,744,263.34,195939.57,74,24.6,0.0301,0.0485,3992.04,0
2026-03-15,Bangalore,2875,342.75,985462.17,231,28.5,0.0267,0.0823,18797.85,1
2026-03-15,Mumbai,3025,356.42,1078169.34,249,19.1,0.0306,0.0394,17868.83,0
2026-03-15,Delhi,2686,319.28,857573.6,218,24.4,0.0283,0.0359,17136.28,0
2026-03-15,Pune,1474,305.04,449684.41,70,46.3,0.0358,0.0479,9510.61,0
2026-03-15,Hyderabad,1775,320.61,569069.84,157,22.2,0.0348,0.0468,9502.15,0
2026-03-15,Bhopal,828,264.69,219170.48,66,23.3,0.0248,0.0435,4467.49,0
2026-03-16,Bangalore,2349,343.42,806628.55,219,26.6,0.0266,0.0873,14088.51,1
2026-03-16,Mumbai,2520,367.07,925178.49,237,25.8,0.0294,0.0355,16783.85,0
2026-03-16,Delhi,2308,314.73,726516.26,209,19.7,0.0398,0.0525,13897.85,0
2026-03-16,Pune,1317,311.42,409991.72,69,41.0,0.0321,0.0492,7064.02,0
2026-03-16,Hyderabad,1552,315.36,489367.65,152,22.2,0.0268,0.0444,8614.95,0
2026-03-16,Bhopal,729,256.16,186861.07,64,21.4,0.0283,0.0368,3925.48,0
2026-03-17,Bangalore,2317,358.07,829505.22,222,25.1,0.0273,0.0773,13640.69,1
2026-03-17,Mumbai,2450,334.77,820173.0,237,23.8,0.0307,0.0429,13541.09,0
2026-03-17,Delhi,2370,303.14,718427.82,215,22.1,0.034,0.0377,13625.54,0
2026-03-17,Pune,1351,306.19,413601.22,74,43.2,0.0323,0.0433,8236.86,0
2026-03-17,Hyderabad,1504,321.08,482989.59,154,23.0,0.0382,0.0486,10741.64,0
2026-03-17,Bhopal,678,244.04,165549.48,66,19.3,0.0332,0.0431,4218.63,0
2026-03-18,Bangalore,2325,345.79,804067.44,221,21.6,0.0358,0.0768,13597.55,1
2026-03-18,Mumbai,2708,372.97,1009963.23,243,21.1,0.0353,0.0533,18309.96,0
2026-03-18,Delhi,2385,342.81,817456.44,200,22.2,0.0369,0.0486,13055.5,0
2026-03-18,Pune,1337,316.45,423020.11,73,41.9,0.0313,0.0408,9626.01,0
2026-03-18,Hyderabad,1597,304.82,486757.17,141,28.8,0.0252,0.0386,9732.56,0
2026-03-18,Bhopal,735,246.95,181571.71,70,24.0,0.0342,0.0593,3798.14,0
2026-03-19,Bangalore,2426,337.65,819127.01,225,22.2,0.032,0.0819,12814.78,1
2026-03-19,Mumbai,2678,364.29,975731.74,245,24.9,0.0348,0.0457,14890.6,0
2026-03-19,Delhi,2218,335.19,743483.58,219,24.1,0.0386,0.0405,14609.21,0
2026-03-19,Pune,1331,323.29,430257.55,70,40.0,0.0283,0.0482,8523.48,0
2026-03-19,Hyderabad,1671,318.94,532796.76,146,26.9,0.0361,0.0457,10089.56,0
2026-03-19,Bhopal,719,251.04,180594.94,70,26.2,0.0203,0.0372,4857.13,0
2026-03-20,Bangalore,2266,337.12,763906.87,216,27.5,0.0287,0.069,15669.38,1
2026-03-20,Mumbai,2644,342.62,905864.83,232,21.6,0.0375,0.0392,17367.16,0
2026-03-20,Delhi,2339,307.99,720378.8,211,26.8,0.0338,0.0503,14655.77,0
2026-03-20,Pune,1311,321.13,421100.45,71,42.0,0.0247,0.0554,7828.72,0
2026-03-20,Hyderabad,1633,309.33,505236.12,146,29.8,0.035,0.046,9061.58,0
2026-03-20,Bhopal,646,262.68,169637.07,72,24.0,0.0321,0.0421,3522.07,0
2026-03-21,Bangalore,2760,352.43,972765.54,210,25.4,0.0372,0.089,15321.73,1
2026-03-21,Mumbai,2786,357.85,996915.34,244,25.8,0.0381,0.0438,15285.22,0
2026-03-21,Delhi,2808,307.65,863783.9,220,28.0,0.0383,0.0484,16653.69,0
2026-03-21,Pune,1443,295.91,426917.98,72,34.1,0.0303,0.0442,9470.74,0
2026-03-21,Hyderabad,1882,297.85,560601.56,145,19.5,0.0224,0.0382,10625.67,0
2026-03-21,Bhopal,884,254.53,224908.21,70,24.3,0.0318,0.0446,4773.62,0
2026-03-22,Bangalore,2842,364.58,1036064.29,209,23.3,0.0254,0.0778,18510.25,1
2026-03-22,Mumbai,2881,391.18,1127028.62,249,26.6,0.031,0.0505,16474.34,0
2026-03-22,Delhi,2537,321.0,814395.33,215,20.1,0.0408,0.041,15128.49,0
2026-03-22,Pune,1476,323.67,477606.97,69,47.2,0.0323,0.0564,9299.15,0
2026-03-22,Hyderabad,1892,312.42,591236.74,150,17.7,0.032,0.0484,11473.9,0
2026-03-22,Bhopal,796,281.29,223917.51,69,29.0,0.0282,0.0408,4557.31,0
2026-03-23,Bangalore,2287,351.43,803751.56,221,22.7,0.0242,0.0802,14202.16,1
2026-03-23,Mumbai,2655,366.02,971920.49,227,24.6,0.0348,0.0519,16521.91,0
2026-03-23,Delhi,2427,325.97,791020.12,218,23.8,0.0431,0.0564,15638.6,0
2026-03-23,Pune,1325,284.68,377192.28,69,47.1,0.0313,0.0419,8742.49,0
2026-03-23,Hyderabad,1656,295.85,489821.26,149,23.0,0.0264,0.0429,9538.39,0
2026-03-23,Bhopal,656,258.67,169707.26,69,29.1,0.0168,0.0504,3812.98,0
2026-03-24,Bangalore,2306,324.07,747349.47,231,24.4,0.0385,0.0889,14624.09,1
2026-03-24,Mumbai,2426,354.07,859053.11,241,23.5,0.028,0.0445,14459.24,0
2026-03-24,Delhi,2306,306.42,706617.31,205,26.4,0.0323,0.0345,15166.15,0
2026-03-24,Pune,1377,296.37,408190.02,66,46.4,0.0284,0.0399,8596.61,0
2026-03-24,Hyderabad,1653,298.54,493536.99,143,23.5,0.0285,0.0475,9476.67,0
2026-03-24,Bhopal,718,280.13,201102.87,72,23.5,0.0298,0.0432,4731.21,0
2026-03-25,Bangalore,2232,340.62,760161.97,220,20.6,0.0277,0.086,13877.43,1
2026-03-25,Mumbai,2665,352.32,938933.57,249,28.3,0.0261,0.0363,16569.53,0
2026-03-25,Delhi,2355,309.82,729517.89,213,18.5,0.0477,0.0475,11192.63,0
2026-03-25,Pune,1226,319.55,391707.96,70,38.4,0.0247,0.0553,6774.15,0
2026-03-25,Hyderabad,1720,333.04,572752.65,150,29.2,0.0244,0.053,10902.59,0
2026-03-25,Bhopal,672,259.49,174264.7,70,27.6,0.0315,0.0494,3667.63,0
2026-03-26,Bangalore,2463,344.26,847761.72,225,21.2,0.0366,0.0848,14709.44,1
2026-03-26,Mumbai,2396,364.99,874587.4,258,23.9,0.0217,0.0482,14524.53,0
2026-03-26,Delhi,2287,303.37,693804.31,211,18.5,0.0355,0.051,14817.85,0
2026-03-26,Pune,1291,302.75,390947.81,74,45.2,0.031,0.0435,9342.46,0
2026-03-26,Hyderabad,1616,294.25,475369.99,151,22.4,0.0263,0.0409,8831.88,0
2026-03-26,Bhopal,774,273.85,212057.25,74,24.2,0.0245,0.0385,4376.84,0
2026-03-27,Bangalore,2198,356.86,784457.35,217,25.5,0.0348,0.0971,12045.11,1
2026-03-27,Mumbai,2764,376.51,1040557.35,233,24.8,0.0345,0.0439,15443.65,0
2026-03-27,Delhi,2217,346.24,767713.45,210,22.0,0.0447,0.0411,14503.36,0
2026-03-27,Pune,1201,295.02,354341.69,72,43.8,0.0305,0.047,8285.45,0
2026-03-27,Hyderabad,1521,306.48,466192.31,155,20.6,0.034,0.0468,7622.24,0
2026-03-27,Bhopal,702,279.74,196275.27,68,25.9,0.0262,0.0373,3987.87,0
2026-03-28,Bangalore,2729,331.37,904191.79,218,25.1,0.0333,0.0875,16571.91,1
2026-03-28,Mumbai,3045,358.22,1090890.68,243,23.5,0.0278,0.0401,18218.64,0
2026-03-28,Delhi,2538,305.74,775890.72,212,26.0,0.0413,0.0428,15744.24,0
2026-03-28,Pune,1522,305.34,464720.93,70,43.4,0.0307,0.045,8200.16,0
2026-03-28,Hyderabad,2044,305.54,624377.97,147,24.8,0.0317,0.051,10976.06,0
2026-03-28,Bhopal,834,266.14,222077.67,70,26.6,0.0315,0.0494,4529.74,0
2026-03-29,Bangalore,2758,339.12,935379.93,220,23.6,0.0303,0.0928,17118.82,1
2026-03-29,Mumbai,2823,354.33,1000150.68,241,25.5,0.0355,0.0407,20443.15,0
2026-03-29,Delhi,2680,336.33,901356.56,209,26.1,0.0432,0.0511,17496.98,0
2026-03-29,Pune,1546,296.22,457893.76,70,48.7,0.0315,0.0439,10976.13,0
2026-03-29,Hyderabad,1756,299.62,526046.21,149,22.7,0.0314,0.0518,10906.46,0
2026-03-29,Bhopal,807,245.07,197667.67,67,18.7,0.0313,0.0501,4775.74,0
2026-03-30,Bangalore,2678,371.39,994429.2,219,26.5,0.0295,0.0959,14450.66,1
2026-03-30,Mumbai,2368,351.04,831188.79,244,26.7,0.0322,0.039,11464.58,0
2026-03-30,Delhi,2399,309.4,742146.81,197,26.0,0.0409,0.0444,13842.92,0
2026-03-30,Pune,1278,295.55,377639.03,69,40.3,0.0268,0.0466,8449.77,0
2026-03-30,Hyderabad,1585,283.0,448697.73,151,20.3,0.0364,0.0421,9773.77,0
2026-03-30,Bhopal,744,255.34,189933.39,69,24.3,0.0211,0.0552,4566.25,0
2026-03-31,Bangalore,2301,344.38,792568.39,220,26.1,0.0263,0.0891,14405.07,1
2026-03-31,Mumbai,2473,378.77,936776.15,245,26.5,0.0275,0.0425,13872.19,0
2026-03-31,Delhi,2213,297.33,657883.22,213,20.9,0.029,0.0346,13180.58,0
2026-03-31,Pune,1278,296.08,378484.34,69,40.5,0.0247,0.0422,8556.65,0
2026-03-31,Hyderabad,1614,326.16,526581.48,153,24.6,0.0281,0.0438,9693.27,0
2026-03-31,Bhopal,689,258.29,177860.06,70,21.5,0.0255,0.0381,3580.65,0
2026-04-01,Bangalore,2164,342.17,740374.02,214,24.1,0.0323,0.0782,14261.69,1
2026-04-01,Mumbai,2705,345.69,935226.66,243,24.2,0.0261,0.0387,13806.88,0
2026-04-01,Delhi,2256,318.42,718339.47,207,23.0,0.0329,0.0463,13485.22,0
2026-04-01,Pune,1413,291.96,412471.86,135,25.2,0.0247,0.0509,8816.36,0
2026-04-01,Hyderabad,1584,303.45,480602.12,155,21.6,0.0236,0.043,10482.89,0
2026-04-01,Bhopal,713,249.93,178274.69,69,22.2,0.0272,0.0499,3790.52,0
2026-04-02,Bangalore,2489,351.26,874412.37,227,23.6,0.0279,0.0808,14878.08,1
2026-04-02,Mumbai,2664,378.66,1008825.37,232,23.6,0.0284,0.038,16772.78,0
2026-04-02,Delhi,2217,317.5,703813.09,207,24.0,0.0353,0.0439,12888.29,0
2026-04-02,Pune,1349,303.83,409874.8,136,26.5,0.0306,0.038,8200.46,0
2026-04-02,Hyderabad,1512,291.69,441090.84,147,26.4,0.0354,0.0462,7914.38,0
2026-04-02,Bhopal,693,263.14,182388.67,70,21.8,0.0217,0.0447,4344.64,0
2026-04-03,Bangalore,2051,337.8,692819.83,221,25.7,0.0338,0.0909,11964.27,1
2026-04-03,Mumbai,2352,354.34,833393.5,247,25.8,0.0363,0.0471,14558.21,0
2026-04-03,Delhi,2236,318.34,711812.32,221,28.0,0.0343,0.0434,14898.14,0
2026-04-03,Pune,1302,307.03,399607.7,127,24.5,0.0236,0.05,7259.28,0
2026-04-03,Hyderabad,1480,308.86,457138.78,150,26.4,0.0325,0.0447,10253.62,0
2026-04-03,Bhopal,708,256.4,181490.28,67,23.2,0.0288,0.0498,4410.77,0
2026-04-04,Bangalore,2493,342.34,853582.53,224,26.2,0.0369,0.0918,15661.51,1
2026-04-04,Mumbai,3048,377.99,1152142.17,230,22.1,0.0284,0.0469,20163.21,0
2026-04-04,Delhi,2566,289.4,742625.44,207,25.3,0.0455,0.0471,15037.06,0
2026-04-04,Pune,1507,306.18,461430.23,127,25.4,0.0398,0.0421,8581.54,0
2026-04-04,Hyderabad,1831,307.03,562310.15,155,22.2,0.0308,0.0545,11033.85,0
2026-04-04,Bhopal,836,253.67,212058.09,71,19.3,0.0314,0.0551,5555.13,0
2026-04-05,Bangalore,2597,325.01,844042.07,222,24.9,0.0304,0.089,16915.86,1
2026-04-05,Mumbai,3206,368.18,1180524.32,232,28.1,0.0361,0.0608,17437.06,0
2026-04-05,Delhi,2677,293.35,785331.18,213,28.8,0.0367,0.0411,13801.65,0
2026-04-05,Pune,1572,276.29,434351.88,133,24.1,0.0207,0.0346,9180.62,0
2026-04-05,Hyderabad,1991,314.47,626173.82,146,24.0,0.0299,0.0474,10586.31,0
2026-04-05,Bhopal,829,231.87,192189.23,69,25.6,0.0278,0.0451,4390.6,0
2026-04-06,Bangalore,2191,342.7,750698.7,219,22.8,0.0274,0.0915,13100.17,1
2026-04-06,Mumbai,2589,391.25,1012761.92,230,26.0,0.0217,0.0416,15119.4,0
2026-04-06,Delhi,2210,316.67,699903.66,220,26.2,0.0448,0.0379,11988.88,0
2026-04-06,Pune,1201,290.29,348711.98,134,23.4,0.0323,0.0449,6793.82,0
2026-04-06,Hyderabad,1616,319.5,516428.61,143,26.3,0.0313,0.0429,10264.58,0
2026-04-06,Bhopal,799,258.91,206746.84,71,24.5,0.0267,0.0473,4868.87,0
2026-04-07,Bangalore,2187,342.81,749557.12,230,26.4,0.032,0.0868,14519.82,1
2026-04-07,Mumbai,2636,346.31,912970.51,242,22.4,0.0255,0.0459,16209.64,0
2026-04-07,Delhi,2163,333.49,721420.53,214,20.2,0.0358,0.0443,12497.09,0
2026-04-07,Pune,1408,295.64,416241.08,122,23.2,0.0283,0.0482,7956.01,0
2026-04-07,Hyderabad,1734,286.3,496520.83,156,26.1,0.029,0.0454,11393.93,0
2026-04-07,Bhopal,686,248.57,170631.95,73,24.6,0.0295,0.0512,3764.47,0
2026-04-08,Bangalore,2373,331.98,787649.84,219,20.2,0.0303,0.0841,16498.31,1
2026-04-08,Mumbai,2715,359.1,975024.61,242,27.4,0.0287,0.044,16605.98,0
2026-04-08,Delhi,2432,310.05,753976.7,220,28.1,0.0308,0.0431,14295.66,0
2026-04-08,Pune,1268,294.54,373391.27,126,23.7,0.0273,0.0498,7737.79,0
